name,booth,hall,profile_url,website,domain,all_urls,social_links,description,categories,email,phone,scraped_at,data_quality_score,location_raw_address,location_street,location_city,location_state,location_postal,location_country,location_country_code,location_lat,location_lng,location_accuracy
Nexus Training Solutions,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/1DBF8EF9-7151-F011-8109-89D6F48D9B9D,https://www.nexustrain.com,www.nexustrain.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/nexustrain/', 'https://www.nexustrain.com']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/nexustrain/'},Nexus Training Solutions is an end to end training and simulation company. We provide workforce augmentation and training across the spectrum of operations to ensure mission readiness and success.,[],,,2025-08-25 16:03:26,0.6,"

Contact Info
Tim Hollobaugh
President

Nexus Training Solutions
2700 Glenfinnan Road NE
Leland, NC 28451",2700 Glenfinnan Road,Leland,NC,28451,United States,US,,,unknown
NIOA Group,2239,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/C59D27E0-2C67-F011-8109-89D6F48D9B9D,https://www.nioa.com.au/,www.nioa.com.au,['https://www.nioa.com.au/'],{},,[],,,2025-08-25 16:03:32,0.6,75 US Department of St 80 Lomandra Dr,,,,,Australia,AU,-24.7761086,134.755,geocoded
nLIGHT,3703,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/C430161F-0640-F011-8109-89D6F48D9B9D,https://www.nlight.net/,www.nlight.net,['https://www.nlight.net/'],{},"nLIGHT’s high-power directed energy lasers enable next-generation layered land and sea defenses that complement traditional kinetic defenses by offering a deep magazine, low cost per engagement, and speed-of-light delivery to defeat wide range of targets, including drones, rockets, artillery, mortars, and missiles.",[],,,2025-08-25 16:03:37,0.8,"

Contact Info
Laura Graue
Executive Assistant

nLIGHT
4637 NW 18th Ave
Camas, WA 98607",4637 NW 18th Ave,Camas,WA,98607,United States,US,45.5918661,-122.4572499,geocoded
NOBLE,8315,Hall DE,https://maps.goeshow.com/ausa/annual/2025/279243B6-508A-EF11-8107-E02365054D38,https://www.noble.com,www.noble.com,"['https://www.facebook.com/https://www.facebook.com/nobledefense', 'https://www.instagram.com/https://www.instagram.com/nobledefense/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/noblellc/', 'https://www.noble.com']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/nobledefense', 'instagram': 'https://www.instagram.com/https://www.instagram.com/nobledefense/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/noblellc/'}",NOBLE IS YOUR TRUSTED PARTNER IN READINESS NOBLE provides global sustainment and operations support for the U.S. Military and civilian government agencies with an unparalleled range of mission-critical products and services.,[],,,2025-08-25 16:03:45,0.7,"

Contact Info
Jay Basnight
Chief Marketing Officer

NOBLE
One Marina Park Drive
Suite 220
Boston, MA 02210",,,NO,,USA,US,37.5566345,-95.33166,geocoded
"Nobles Worldwide, Inc.",3411,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/A6F7E82E-3B8A-EF11-8107-E02365054D38,https://www.noblesworldwide.com,www.noblesworldwide.com,['https://www.noblesworldwide.com'],{},"Nobles Worldwide is a premier global provider of high-performance ammunition delivery and handling systems, supporting the full spectrum of small and medium caliber weapons. Our innovative engineered solutions have helped the U.S. and its allies achieve mission success for more than 70 years.",[],,,2025-08-25 16:03:51,0.8,"
1105 Pine Street
St Croix Falls, WI 54024",1105 Pine Street,St Croix Falls,WI,54024,United States,US,45.4029465,-92.6235905,geocoded
"Norotos, Inc",3540,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/447CE3B0-048B-EF11-8109-89D6F48D9B9D,https://www.norotos.com,www.norotos.com,['https://www.norotos.com'],{},"Norotos, Inc. designs and manufactures advanced night vision mounting systems for military applications. With over 20 years of U.S.-based precision engineering, Norotos delivers rugged, mission-adaptive solutions built for battlefield performance. Trusted by warfighters worldwide, we provide the tactical edge in night-dominant operations through innovation, reliability, and superior craftsmanship.",[],,,2025-08-25 16:03:58,0.8," Inc
201 East Alton Avenue
Santa Ana, CA 92707",201 East Alton Avenue,Santa Ana,CA,92707,United States,US,33.7494951,-117.873221,geocoded
Norseld Photonics,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/B5560CCD-E83C-F011-8109-89D6F48D9B9D,https://norseld.com,norseld.com,"['https://www.linkedin.com/company/Norseld - Photonics', 'https://norseld.com']",{'linkedin': 'https://www.linkedin.com/company/Norseld - Photonics'},"Norseld Photonics delivers leading edge precision optical design, development, engineering, manufacturing and support solutions in Australia. For optical designs requiring ingenuity and precision, Norseld is offering practical problem solving for the most complex challenge with quick turn-around, all in-house and underpinned by a real commitment to excellent customer care.",[],,,2025-08-25 16:04:04,0.7,18 Lowe Street,,,,,USA,US,39.7837304,-100.445882,geocoded
North American Rescue,3142,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/074F0DD3-008B-EF11-8109-89D6F48D9B9D,,,"['https://www.facebook.com/@NARescueLLC', 'https://twitter.com/@NARescue', 'https://www.instagram.com/@northamericanrescue', 'https://www.linkedin.com/company/North American Rescue']","{'facebook': 'https://www.facebook.com/@NARescueLLC', 'twitter': 'https://twitter.com/@NARescue', 'instagram': 'https://www.instagram.com/@northamericanrescue', 'linkedin': 'https://www.linkedin.com/company/North American Rescue'}","A premier innovator of medical/rescue equipment designed to save lives in the prehospital environment, North American Rescue leads the way by increasing survivability through tailored, mission-enabling healthcare solutions that counter the rapidly evolving threats of the 21st century. We are Products with a Mission®!",[],,,2025-08-25 16:04:09,0.6,"

Contact Info
Rob McCall

North American Rescue
35 Tedwall Court
Greer, SC 29650",,Greer,SC,29650,United States,US,34.9381361,-82.2272119,geocoded
Northrop Grumman,1325,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/AFE20EF7-6189-EF11-8107-E02365054D38,https://www.northropgrumman.com,www.northropgrumman.com,"['https://www.facebook.com/https://www.facebook.com/NorthropGrumman/', 'https://twitter.com/https://twitter.com/northropgrumman', 'https://www.instagram.com/https://www.instagram.com/northropgrumman/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/northrop-grumman-corporation/', 'https://www.northropgrumman.com']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/NorthropGrumman/', 'twitter': 'https://twitter.com/https://twitter.com/northropgrumman', 'instagram': 'https://www.instagram.com/https://www.instagram.com/northropgrumman/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/northrop-grumman-corporation/'}","Northrop Grumman is a leading global aerospace and defense technology company. Our pioneering solutions equip customers with capabilities needed to connect and protect the world and push boundaries of human exploration across the universe. Driven by shared purpose to solve our customers’ toughest problems, our employees define possible every day.",[],,,2025-08-25 16:04:16,0.8,"

Contact Info
Peggy Scott
Enterprise Trade Show Manager

Northrop Grumman
2980 Fairview Park Drive
Falls Church, VA 22042",2980 Fairview Park Drive,Falls Church,VA,22042,United States,US,38.8671147,-77.2150414,geocoded
Northwest UAV,3703,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/ACFB2383-0640-F011-8109-89D6F48D9B9D,https://www.nwuav.com,www.nwuav.com,"['https://www.facebook.com/NorthwestUAV', 'https://twitter.com/nwuav', 'https://www.instagram.com/nwuav', 'https://www.linkedin.com/company/northwest-uav-propulsion-systems', 'https://www.nwuav.com']","{'facebook': 'https://www.facebook.com/NorthwestUAV', 'twitter': 'https://twitter.com/nwuav', 'instagram': 'https://www.instagram.com/nwuav', 'linkedin': 'https://www.linkedin.com/company/northwest-uav-propulsion-systems'}","NWUAV's heavy fuel propulsion solutions deliver unmatched capabilities to address modern challenges and navigate the demanding, expeditionary environment of future conflict. For over 20 years, our team has equipped customers with reliable, cost-effective propulsion solutions, continually propelling systems to new heights. AS9100-D/ISO9001-2015 certified, DCAA compliant.",[],,,2025-08-25 16:04:22,0.6," Distributed Goods and Engines

Northwest UAV
11160 SW Durham Lane
McMinnville, OR 97128",11160 SW Durham Lane,McMinnville,OR,97128,United States,US,,,unknown
Norwegian-American Defense Industry Council,7141,Hall DE,https://maps.goeshow.com/ausa/annual/2025/BFE8CA1A-7CCB-4689-8797-9A0A341129E0,,,[],{},"The Norwegian-American Defense and Homeland Security Industry Council is a non-profit trade organization in the Washington DC metropolitan area, supporting the Norwegian defense industrial base in the U.S. NADIC supports over 50 Norwegian companies working in the U.S.",[],,,2025-08-25 16:04:28,0.6,"American Defense Industry Council
1201 Wilson Boulevard
Arlington, VA 22209",1201 Wilson Boulevard,Arlington,VA,22209,United States,US,38.8769326,-77.0893094,geocoded
Norwich University,8053,Hall DE,https://maps.goeshow.com/ausa/annual/2025/09223A93-BE8B-EF11-8109-89D6F48D9B9D,https://www.norwich.edu,www.norwich.edu,"['https://www.facebook.com/https://www.facebook.com/NorwichUniversityOnline', 'https://www.instagram.com/https://www.instagram.com/norwichonline/', 'https://www.linkedin.com/company/https://www.linkedin.com/showcase/norwich-university-online/', 'https://www.norwich.edu']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/NorwichUniversityOnline', 'instagram': 'https://www.instagram.com/https://www.instagram.com/norwichonline/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/showcase/norwich-university-online/'}","Norwich University, founded in 1819 in Vermont, is the oldest private military college in the U.S. It offers undergraduate and graduate programs online and on campus, including cybersecurity, criminal justice, nursing, military history, leadership, and more. Norwich Online provides flexible, high-quality education designed for working professionals seeking career advancement.",[],,,2025-08-25 16:04:33,0.8,"

Contact Info
Keith Baranow
Associate Vice President of Military Partnerships and Business Development

Norwich University
158 Harmon Drive
Northfield, VT 05663",158 Harmon Drive,Northfield,VT,05663,United States,US,44.139179,-72.6612695,geocoded
Nova Electric,519,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/10EC9A03-F28A-EF11-8109-89D6F48D9B9D,https://www.novaelectric.com,www.novaelectric.com,['https://www.novaelectric.com'],{},"Nova Electric is a manufacturer of premium, rugged power conversion equipment. This includes UPS, Inverters, Frequency Converters, PDUs, Power Supplies, and DC-DC converters. Our products meet military specifications and are used on numerous US & worldwide defense programs. We build integrated power systems. Contact us at 201-385-0500 extension 128.",[],Howard@novaelectric.com,201-385-0500,2025-08-25 16:04:40,0.8,"

Contact Info
Howard Schrier
VP Marketing and EE

Nova Electric
100 School Street
Bergenfield, NJ 07621",,Howard Schrier,VP,,USA,US,,,unknown
"NovAtel, Inc.",614,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/7B6718E8-4F8A-EF11-8107-E02365054D38,https://www.novatel.com/industries/defense,www.novatel.com,"['https://www.facebook.com/https://www.facebook.com/novatelinc', 'https://twitter.com/Hexagon', 'https://www.linkedin.com/company/https://www.linkedin.com/company/novatel', 'https://www.novatel.com/industries/defense']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/novatelinc', 'twitter': 'https://twitter.com/Hexagon', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/novatel'}","Hexagon | NovAtel designs, manufactures and sells high precision Global Navigation Satellite System (GNSS) positioning, jamming detection and anti-jam technology. We provide proven, mission-ready navigation warfare (NAVWAR) technology to ensure positioning, navigation and timing (PNT) to defend your people right now. Learn more at https://novatel.com/industries/defense",[],,,2025-08-25 16:04:46,0.8,"
215 Sandhill Street
Suite A
Webster, TX 77598",,Webster,TX,77598,United States,US,29.5351724,-95.1161564,geocoded
nVent,7114,Hall DE,https://maps.goeshow.com/ausa/annual/2025/DE8A883E-C08B-EF11-8109-89D6F48D9B9D,https://nvent.com/schroff,nvent.com,"['https://www.linkedin.com/company/nVent SCHROFF', 'https://nvent.com/schroff']",{'linkedin': 'https://www.linkedin.com/company/nVent SCHROFF'},"Leveraging over 60 years of developing innovated solution expertise has enabled nVent SCHROFF solutions to advance military electronic protection. Our products include rugged MIL sub racks and 19” enclosures with advance cooling, conductions cooled assemblies (CCA) and modules, VPX embedded chassis, card-loks and extractors.",[],,,2025-08-25 16:04:52,0.8," Louis Park, MN 55416",,Louis Park,,,MN 55416,,44.9475654,-93.3431282,geocoded
NVTS Night Vision Technology Solutions Inc,966,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/DA647450-0D8B-EF11-8109-89D6F48D9B9D,https://www.nvtsglobal.com,www.nvtsglobal.com,['https://www.nvtsglobal.com'],{},"NVTS manufactures a wide range of both fixed mounted, and multi-axis EO/IR cameras for both vehicle and shipboard applications including all variations of the U.S. Army's AN/VAS-5B DVE. We support current and legacy U.S. armored vehicles, ranging from the advanced JLTV, Abrams, Stryker, HIMARS, M88 to the Bradley. contact@nvtsglobal.com",[],joe@nvtsglobal.com,401-225-5654,2025-08-25 16:04:58,1.0," North Kingstown, RI 02852",,North Kingstown,,,RI 02852,,41.5514283,-71.4693875,geocoded
"Oakley, Inc.",3307,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/B5679624-3F8A-EF11-8107-E02365054D38,https://www.oakleysi.com,www.oakleysi.com,"['https://www.facebook.com/facebook.com/Facebook.com/OakleySI', 'https://www.instagram.com/instagram.com/@oakleystandardissue;', 'https://www.oakleysi.com']","{'facebook': 'https://www.facebook.com/facebook.com/Facebook.com/OakleySI', 'instagram': 'https://www.instagram.com/instagram.com/@oakleystandardissue;'}","Since 1975, Oakley has been at the forefront of advanced technology in the field of ballistic eye protection. From pioneering high-definition optics to developing advanced laser protection that meets stringent MIL-SPEC standards, Oakley has consistently pushed the boundaries of safety and performance.",[],,,2025-08-25 16:05:04,0.8,"
1 Icon
Foothill Ranch, CA 92610",,Foothill Ranch,CA,92610,United States,US,33.6837644,-117.662249,geocoded
