Institution Name,State,City,program,Contact Email,Website
South Piedmont Community College,NC,Polkton,Electronics,General Infoawulk@spcc.edu	,https://www.spcc.edu/
South Piedmont Community College,NC,Polkton,HVAC,General Infoawulk@spcc.edu	,https://www.spcc.edu/
South Piedmont Community College,NC,Polkton,Welding,General Infoawulk@spcc.edu	,https://www.spcc.edu/
Asheville-Buncombe Technical Community College,NC,Asheville,Machine & Mechanical Systems,info@abtech.edu,www.abtech.edu/
Bladen Community College,NC,Dublin,HVAC,alee@bladencc.edu,https://www.bladencc.edu/
Bladen Community College,NC,Dublin,Welding,alee@bladencc.edu,https://www.bladencc.edu/
Brunswick Community College,NC,Bolivia,Welding,smithgene@brunswickcc.edu,www.brunswickcc.edu/
Brunswick Community College,NC,Bolivia,Machine & Mechanical Systems,smithgene@brunswickcc.edu,www.brunswickcc.edu/
Caldwell Community College and Technical Institute,NC,Hudson,CAD/CAM Drafting,—,https://www.cccti.edu/
Caldwell Community College and Technical Institute,NC,Hudson,Diesel & Automotive Tech,—,https://www.cccti.edu/
Caldwell Community College and Technical Institute,NC,Hudson,Electronics,—,https://www.cccti.edu/
Caldwell Community College and Technical Institute,NC,Hudson,Welding,—,https://www.cccti.edu/
Caldwell Community College and Technical Institute,NC,Hudson,Machine & Mechanical Systems,—,https://www.cccti.edu/
Cape Fear Community College,NC,Wilmington,Diesel & Automotive Tech,—,www.cfcc.edu/
Cape Fear Community College,NC,Wilmington,Electronics,—,www.cfcc.edu/
Cape Fear Community College,NC,Wilmington,Machine & Mechanical Systems,—,www.cfcc.edu/
Cape Fear Community College,NC,Wilmington,Welding,—,www.cfcc.edu/
Carteret Community College,NC,Morehead City,Welding,—,www.carteret.edu/
Carteret Community College,NC,Morehead City,Diesel & Automotive Tech,—,www.carteret.edu/
Carteret Community College,NC,Morehead City,Construction,—,www.carteret.edu/
Catawba Valley Community College,NC,Hickory,HVAC,ghinshaw@cvcc.edu,www.cvcc.edu/
Catawba Valley Community College,NC,Hickory,Diesel & Automotive Tech,ghinshaw@cvcc.edu,www.cvcc.edu/
Catawba Valley Community College,NC,Hickory,Welding,ghinshaw@cvcc.edu,www.cvcc.edu/
Central Carolina Community College,NC,Sanford,HVAC,lchapman@cccc.edu,www.cccc.edu/
Central Carolina Community College,NC,Sanford,Diesel & Automotive Tech,lchapman@cccc.edu,www.cccc.edu/
Central Carolina Community College,NC,Sanford,Electronics,lchapman@cccc.edu,www.cccc.edu/
Central Carolina Community College,NC,Sanford,Welding,lchapman@cccc.edu,www.cccc.edu/
Central Piedmont Community College,NC,Charlotte,HVAC,—,www.cpcc.edu/
Central Piedmont Community College,NC,Charlotte,Construction,—,www.cpcc.edu/
Central Piedmont Community College,NC,Charlotte,Welding,—,www.cpcc.edu/
Coastal Carolina Community College,NC,Jacksonville,HVAC,heatherlyd@coastalcarolina.edu,www.coastalcarolina.edu/
Coastal Carolina Community College,NC,Jacksonville,Diesel & Automotive Tech,heatherlyd@coastalcarolina.edu,www.coastalcarolina.edu/
Coastal Carolina Community College,NC,Jacksonville,Electronics,heatherlyd@coastalcarolina.edu,www.coastalcarolina.edu/
Coastal Carolina Community College,NC,Jacksonville,Welding,heatherlyd@coastalcarolina.edu,www.coastalcarolina.edu/
Craven Community College,NC,New Bern,HVAC,gccpresident@guamcc.edu,https://cravencc.edu/
Craven Community College,NC,New Bern,Construction,gccpresident@guamcc.edu,https://cravencc.edu/
Craven Community College,NC,New Bern,Electronics,gccpresident@guamcc.edu,https://cravencc.edu/
Craven Community College,NC,New Bern,Plumbing & Pipefitting,gccpresident@guamcc.edu,https://cravencc.edu/
Craven Community College,NC,New Bern,Welding,gccpresident@guamcc.edu,https://cravencc.edu/
Durham Technical Community College,NC,Durham,Diesel & Automotive Tech,buxtonj@durhamtech.edu,www.durhamtech.edu/
Durham Technical Community College,NC,Durham,Electronics,buxtonj@durhamtech.edu,www.durhamtech.edu/
Durham Technical Community College,NC,Durham,HVAC,buxtonj@durhamtech.edu,www.durhamtech.edu/
Durham Technical Community College,NC,Durham,Machine & Mechanical Systems,buxtonj@durhamtech.edu,www.durhamtech.edu/
Durham Technical Community College,NC,Durham,Plumbing & Pipefitting,buxtonj@durhamtech.edu,www.durhamtech.edu/
Durham Technical Community College,NC,Durham,Welding,buxtonj@durhamtech.edu,www.durhamtech.edu/
Edgecombe Community College,NC,Tarboro,Diesel & Automotive Tech,president@edgecombe.edu,www.edgecombe.edu/
Edgecombe Community College,NC,Tarboro,Welding,president@edgecombe.edu,www.edgecombe.edu/
Fayetteville Technical Community College,NC,Fayetteville,Diesel & Automotive Tech,coloresa@faytechcc.edu,https://www.faytechcc.edu/
Fayetteville Technical Community College,NC,Fayetteville,HVAC,coloresa@faytechcc.edu,https://www.faytechcc.edu/
Fayetteville Technical Community College,NC,Fayetteville,Construction,coloresa@faytechcc.edu,https://www.faytechcc.edu/
Fayetteville Technical Community College,NC,Fayetteville,Woodworking & Carpentry,coloresa@faytechcc.edu,https://www.faytechcc.edu/
Fayetteville Technical Community College,NC,Fayetteville,Plumbing & Pipefitting,coloresa@faytechcc.edu,https://www.faytechcc.edu/
Fayetteville Technical Community College,NC,Fayetteville,Welding,coloresa@faytechcc.edu,https://www.faytechcc.edu/
Forsyth Technical Community College,NC,Winston-Salem,Diesel & Automotive Tech,jspriggs@forsythtech.edu,https://www.forsythtech.edu/
Forsyth Technical Community College,NC,Winston-Salem,HVAC,jspriggs@forsythtech.edu,https://www.forsythtech.edu/
Forsyth Technical Community College,NC,Winston-Salem,Electronics,jspriggs@forsythtech.edu,https://www.forsythtech.edu/
Forsyth Technical Community College,NC,Winston-Salem,Welding,jspriggs@forsythtech.edu,https://www.forsythtech.edu/
Guilford Technical Community College,NC,Jamestown,Plumbing & Pipefitting,ajclarke@gtcc.edu,www.gtcc.edu/
Halifax Community College,NC,Weldon,Diesel & Automotive Tech,sbritt040@halifaxcc.edu,www.halifaxcc.edu/
Halifax Community College,NC,Weldon,HVAC,sbritt040@halifaxcc.edu,www.halifaxcc.edu/
Halifax Community College,NC,Weldon,Plumbing & Pipefitting,sbritt040@halifaxcc.edu,www.halifaxcc.edu/
Halifax Community College,NC,Weldon,Welding,sbritt040@halifaxcc.edu,www.halifaxcc.edu/
Haywood Community College,NC,Clyde,Diesel & Automotive Tech,sywhite@haywood.edu,https://www.haywood.edu/
Haywood Community College,NC,Clyde,Welding,sywhite@haywood.edu,https://www.haywood.edu/
Haywood Community College,NC,Clyde,Woodworking & Carpentry,sywhite@haywood.edu,https://www.haywood.edu/
Johnston Community College,NC,Smithfield,HVAC,—,www.johnstoncc.edu/
Johnston Community College,NC,Smithfield,Welding,—,www.johnstoncc.edu/
Johnston Community College,NC,Smithfield,Diesel & Automotive Tech,—,www.johnstoncc.edu/
Lenoir Community College,NC,Kinston,Diesel & Automotive Tech,rthunt78@lenoircc.edu,https://www.lenoircc.edu/
Martin Community College,NC,Williamston,HVAC,—,www.martincc.edu/
Martin Community College,NC,Williamston,Welding,—,www.martincc.edu/
Mayland Community College,NC,Spruce Pine,Welding,jboyd@mayland.edu,https://www.mayland.edu/
Mayland Community College,NC,Spruce Pine,Electronics,jboyd@mayland.edu,https://www.mayland.edu/
McDowell Technical Community College,NC,Marion,HVAC,—,https://www.mcdowelltech.edu/
McDowell Technical Community College,NC,Marion,Diesel & Automotive Tech,—,https://www.mcdowelltech.edu/
McDowell Technical Community College,NC,Marion,Welding,—,https://www.mcdowelltech.edu/
McDowell Technical Community College,NC,Marion,Construction,—,https://www.mcdowelltech.edu/
Mitchell Community College,NC,Statesville,HVAC,tbrewer@mitchellcc.edu,https://www.mitchellcc.edu/
Mitchell Community College,NC,Statesville,Machine & Mechanical Systems,tbrewer@mitchellcc.edu,https://www.mitchellcc.edu/
Mitchell Community College,NC,Statesville,Electronics,tbrewer@mitchellcc.edu,https://www.mitchellcc.edu/
Mitchell Community College,NC,Statesville,Welding,tbrewer@mitchellcc.edu,https://www.mitchellcc.edu/
Piedmont Community College,NC,Roxboro,Machine & Mechanical Systems,alicia.ashley@piedmontcc.edu,www.piedmontcc.edu/
Piedmont Community College,NC,Roxboro,Welding,alicia.ashley@piedmontcc.edu,www.piedmontcc.edu/
Piedmont Community College,NC,Roxboro,HVAC,alicia.ashley@piedmontcc.edu,www.piedmontcc.edu/
Piedmont Community College,NC,Roxboro,Plumbing & Pipefitting,alicia.ashley@piedmontcc.edu,www.piedmontcc.edu/
Pitt Community College,NC,Winterville,HVAC,mapharr997@my.pittcc.edu,https://pittcc.edu/
Pitt Community College,NC,Winterville,Diesel & Automotive Tech,mapharr997@my.pittcc.edu,https://pittcc.edu/
Pitt Community College,NC,Winterville,Construction,mapharr997@my.pittcc.edu,https://pittcc.edu/
Pitt Community College,NC,Winterville,Electronics,mapharr997@my.pittcc.edu,https://pittcc.edu/
Pitt Community College,NC,Winterville,Machine & Mechanical Systems,mapharr997@my.pittcc.edu,https://pittcc.edu/
Pitt Community College,NC,Winterville,Welding,mapharr997@my.pittcc.edu,https://pittcc.edu/
Pitt Community College,NC,Winterville,Woodworking & Carpentry,mapharr997@my.pittcc.edu,https://pittcc.edu/
Pitt Community College,NC,Winterville,Plumbing & Pipefitting,mapharr997@my.pittcc.edu,https://pittcc.edu/
Randolph Community College,NC,Asheboro,Construction,—,https://www.randolph.edu/
Randolph Community College,NC,Asheboro,Machine & Mechanical Systems,—,https://www.randolph.edu/
Randolph Community College,NC,Asheboro,Plumbing & Pipefitting,—,https://www.randolph.edu/
Randolph Community College,NC,Asheboro,Diesel & Automotive Tech,—,https://www.randolph.edu/
Richmond Community College,NC,Hamlet,Construction,btbarbee@richmondcc.edu,https://www.richmondcc.edu/
Richmond Community College,NC,Hamlet,Machine & Mechanical Systems,btbarbee@richmondcc.edu,https://www.richmondcc.edu/
Richmond Community College,NC,Hamlet,Plumbing & Pipefitting,btbarbee@richmondcc.edu,https://www.richmondcc.edu/
Richmond Community College,NC,Hamlet,Welding,btbarbee@richmondcc.edu,https://www.richmondcc.edu/
Richmond Community College,NC,Hamlet,HVAC,btbarbee@richmondcc.edu,https://www.richmondcc.edu/
Roanoke-Chowan Community College,NC,Ahoskie,HVAC,nworthington@roanokechowan.edu,www.roanokechowan.edu/
Roanoke-Chowan Community College,NC,Ahoskie,Welding,nworthington@roanokechowan.edu,www.roanokechowan.edu/
Saint Augustine's University,NC,Raleigh,HVAC,mburgess@st-aug.edu,www.st-aug.edu/
Sampson Community College,NC,Clinton,HVAC,bstarling@sampsoncc.edu,www.sampsoncc.edu/
Sampson Community College,NC,Clinton,Construction,bstarling@sampsoncc.edu,www.sampsoncc.edu/
Sampson Community College,NC,Clinton,Welding,bstarling@sampsoncc.edu,www.sampsoncc.edu/
Sandhills Community College,NC,Pinehurst,Diesel & Automotive Tech,presidentsoffice@sandhills.edu,https://www.sandhills.edu/
Sandhills Community College,NC,Pinehurst,Construction,presidentsoffice@sandhills.edu,https://www.sandhills.edu/
Sandhills Community College,NC,Pinehurst,Welding,presidentsoffice@sandhills.edu,https://www.sandhills.edu/
Sandhills Community College,NC,Pinehurst,Plumbing & Pipefitting,presidentsoffice@sandhills.edu,https://www.sandhills.edu/
Sandhills Community College,NC,Pinehurst,Machine & Mechanical Systems,presidentsoffice@sandhills.edu,https://www.sandhills.edu/
Sandhills Community College,NC,Pinehurst,HVAC,presidentsoffice@sandhills.edu,https://www.sandhills.edu/
Southeastern Community College,NC,Whiteville,Diesel & Automotive Tech,chris.english@sccnc.edu,www.sccnc.edu/
Southeastern Community College,NC,Whiteville,HVAC,chris.english@sccnc.edu,www.sccnc.edu/
Southeastern Community College,NC,Whiteville,Construction,chris.english@sccnc.edu,www.sccnc.edu/
Southeastern Community College,NC,Whiteville,Machine & Mechanical Systems,chris.english@sccnc.edu,www.sccnc.edu/
Southeastern Community College,NC,Whiteville,Welding,chris.english@sccnc.edu,www.sccnc.edu/
Stanly Community College,NC,Albemarle,Construction,jenamait1211@stanly.edu,www.stanly.edu/
Stanly Community College,NC,Albemarle,Plumbing & Pipefitting,jenamait1211@stanly.edu,www.stanly.edu/
Stanly Community College,NC,Albemarle,Welding,jenamait1211@stanly.edu,www.stanly.edu/
Stanly Community College,NC,Albemarle,Diesel & Automotive Tech,jenamait1211@stanly.edu,www.stanly.edu/
Stanly Community College,NC,Albemarle,HVAC,jenamait1211@stanly.edu,www.stanly.edu/
Surry Community College,NC,Dobson,HVAC,shockleyd@surry.edu,https://surry.edu/
Surry Community College,NC,Dobson,Diesel & Automotive Tech,shockleyd@surry.edu,https://surry.edu/
Surry Community College,NC,Dobson,Machine & Mechanical Systems,shockleyd@surry.edu,https://surry.edu/
Surry Community College,NC,Dobson,Welding,shockleyd@surry.edu,https://surry.edu/
Alamance Community College,NC,Graham,HVAC,kgingle590@alamancecc.edu,www.alamancecc.edu/
Alamance Community College,NC,Graham,Diesel & Automotive Tech,kgingle590@alamancecc.edu,www.alamancecc.edu/
Alamance Community College,NC,Graham,CAD/CAM Drafting,kgingle590@alamancecc.edu,www.alamancecc.edu/
Alamance Community College,NC,Graham,Machine & Mechanical Systems,kgingle590@alamancecc.edu,www.alamancecc.edu/
Alamance Community College,NC,Graham,Welding,kgingle590@alamancecc.edu,www.alamancecc.edu/
Tri-County Community College,NC,Murphy,Diesel & Automotive Tech,dtipton@tricountycc.edu,https://www.tricountycc.edu/
Tri-County Community College,NC,Murphy,HVAC,dtipton@tricountycc.edu,https://www.tricountycc.edu/
Tri-County Community College,NC,Murphy,Construction,dtipton@tricountycc.edu,https://www.tricountycc.edu/
Tri-County Community College,NC,Murphy,Welding,dtipton@tricountycc.edu,https://www.tricountycc.edu/
Vance-Granville Community College,NC,Henderson,HVAC,desmarais@vgcc.edu,www.vgcc.edu/
Vance-Granville Community College,NC,Henderson,Diesel & Automotive Tech,desmarais@vgcc.edu,www.vgcc.edu/
Vance-Granville Community College,NC,Henderson,Welding,desmarais@vgcc.edu,www.vgcc.edu/
Vance-Granville Community College,NC,Henderson,Woodworking & Carpentry,desmarais@vgcc.edu,www.vgcc.edu/
Wake Technical Community College,NC,Raleigh,Construction,sralls@waketech.edu,www.waketech.edu/
Wake Technical Community College,NC,Raleigh,HVAC,sralls@waketech.edu,www.waketech.edu/
Wake Technical Community College,NC,Raleigh,Diesel & Automotive Tech,sralls@waketech.edu,www.waketech.edu/
Wayne Community College,NC,Goldsboro,HVAC,pfeiffer@waynecc.edu,www.waynecc.edu/
Wayne Community College,NC,Goldsboro,Machine & Mechanical Systems,pfeiffer@waynecc.edu,www.waynecc.edu/
Wayne Community College,NC,Goldsboro,Welding,pfeiffer@waynecc.edu,www.waynecc.edu/
Wayne Community College,NC,Goldsboro,Diesel & Automotive Tech,pfeiffer@waynecc.edu,www.waynecc.edu/
Western Piedmont Community College,NC,Morganton,Construction,jwelch@wpcc.edu,https://www.wpcc.edu/
Western Piedmont Community College,NC,Morganton,HVAC,jwelch@wpcc.edu,https://www.wpcc.edu/
Western Piedmont Community College,NC,Morganton,Machine & Mechanical Systems,jwelch@wpcc.edu,https://www.wpcc.edu/
Western Piedmont Community College,NC,Morganton,Welding,jwelch@wpcc.edu,https://www.wpcc.edu/
Wilkes Community College,NC,Wilkesboro,Construction,mdrodgers989@wilkescc.edu,www.wilkescc.edu/
Wilkes Community College,NC,Wilkesboro,Welding,mdrodgers989@wilkescc.edu,www.wilkescc.edu/
Wilkes Community College,NC,Wilkesboro,Machine & Mechanical Systems,mdrodgers989@wilkescc.edu,www.wilkescc.edu/
Wilkes Community College,NC,Wilkesboro,Electronics,mdrodgers989@wilkescc.edu,www.wilkescc.edu/
Bismarck State College,ND,Bismarck,Diesel & Automotive Tech,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/
Bismarck State College,ND,Bismarck,Woodworking & Carpentry,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/
Bismarck State College,ND,Bismarck,Construction,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/
Bismarck State College,ND,Bismarck,Electronics,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/
Bismarck State College,ND,Bismarck,Machine & Mechanical Systems,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/
Bismarck State College,ND,Bismarck,Welding,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/
Dickinson State University,ND,Dickinson,Welding,Scott.Molander@dickinsonstate.edu,www.dickinsonstate.edu/
Nueta Hidatsa Sahnish College,ND,New Town,Welding,tbaker@nhsc.edu,www.nhsc.edu/
North Dakota State College of Science,ND,Wahpeton,Diesel & Automotive Tech,rod.flanigan@ndscs.edu,https://www.ndscs.edu/
North Dakota State College of Science,ND,Wahpeton,Construction,rod.flanigan@ndscs.edu,https://www.ndscs.edu/
North Dakota State College of Science,ND,Wahpeton,Woodworking & Carpentry,rod.flanigan@ndscs.edu,https://www.ndscs.edu/
North Dakota State College of Science,ND,Wahpeton,HVAC,rod.flanigan@ndscs.edu,https://www.ndscs.edu/
North Dakota State College of Science,ND,Wahpeton,Machine & Mechanical Systems,rod.flanigan@ndscs.edu,https://www.ndscs.edu/
North Dakota State College of Science,ND,Wahpeton,Plumbing & Pipefitting,rod.flanigan@ndscs.edu,https://www.ndscs.edu/
North Dakota State College of Science,ND,Wahpeton,Welding,rod.flanigan@ndscs.edu,https://www.ndscs.edu/
Williston State College,ND,Williston,Electronics,bernell.hirning@willistonstate.edu,https://willistonstate.edu/
Williston State College,ND,Williston,Diesel & Automotive Tech,bernell.hirning@willistonstate.edu,https://willistonstate.edu/
Williston State College,ND,Williston,Welding,bernell.hirning@willistonstate.edu,https://willistonstate.edu/
Sitting Bull College,ND,Fort Yates,Welding,tomi.phillips@sittingbull.edu,https://www.sittingbull.edu/
United Tribes Technical College,ND,Bismarck,Diesel & Automotive Tech,lazure@uttc.edu,https://uttc.edu/
United Tribes Technical College,ND,Bismarck,Welding,lazure@uttc.edu,https://uttc.edu/
Apollo Career Center,OH,Lima,HVAC,keith.horner@apollocc.org,https://www.apollocareercenter.com/adult-education/
Apollo Career Center,OH,Lima,Welding,keith.horner@apollocc.org,https://www.apollocareercenter.com/adult-education/
Ashtabula County Technical and Career Campus,OH,Jefferson,Diesel & Automotive Tech,—,www.atech.edu/
Ashtabula County Technical and Career Campus,OH,Jefferson,Construction,—,www.atech.edu/
Ashtabula County Technical and Career Campus,OH,Jefferson,Woodworking & Carpentry,—,www.atech.edu/
Ashtabula County Technical and Career Campus,OH,Jefferson,Welding,—,www.atech.edu/
Auburn Career Center,OH,Concord Twp,HVAC,—,https://www.auburncc.org/
