Institution Name,State,City,program,Contact Email,Website,Contact Name
Clackamas Community College,OR,Oregon City,Welding,kattie.riggs@clackamas.edu,www.clackamas.edu/,Kattie Riggs
Clackamas Community College,OR,Oregon City,Machine & Mechanical Systems,kattie.riggs@clackamas.edu,www.clackamas.edu/,Kattie Riggs
Clatsop Community College,OR,Astoria,Diesel & Automotive Tech,jhogue@clatsopcc.edu,www.clatsopcc.edu/,Jarrod Hogue
Clatsop Community College,OR,Astoria,Welding,jhogue@clatsopcc.edu,www.clatsopcc.edu/,Jarrod Hogue
Clatsop Community College,OR,Astoria,CAD/CAM Drafting,jhogue@clatsopcc.edu,www.clatsopcc.edu/,Jarrod Hogue
Lane Community College,OR,Eugene,Diesel & Automotive Tech,bulgers@lanecc.edu,https://www.lanecc.edu/,Stephanie Bulger
Lane Community College,OR,Eugene,Woodworking & Carpentry,bulgers@lanecc.edu,https://www.lanecc.edu/,Stephanie Bulger
Lane Community College,OR,Eugene,Machine & Mechanical Systems,bulgers@lanecc.edu,https://www.lanecc.edu/,Stephanie Bulger
Lane Community College,OR,Eugene,Construction,bulgers@lanecc.edu,https://www.lanecc.edu/,Stephanie Bulger
Lane Community College,OR,Eugene,CAD/CAM Drafting,bulgers@lanecc.edu,https://www.lanecc.edu/,Stephanie Bulger
Lane Community College,OR,Eugene,Welding,bulgers@lanecc.edu,https://www.lanecc.edu/,Stephanie Bulger
Lane Community College,OR,Eugene,HVAC,bulgers@lanecc.edu,https://www.lanecc.edu/,Stephanie Bulger
Lane Community College,OR,Eugene,Plumbing & Pipefitting,bulgers@lanecc.edu,https://www.lanecc.edu/,Stephanie Bulger
Linn-Benton Community College,OR,Albany,Diesel & Automotive Tech,averyl@linnbenton.edu,https://www.linnbenton.edu/,Lisa Avery
Linn-Benton Community College,OR,Albany,CAD/CAM Drafting,averyl@linnbenton.edu,https://www.linnbenton.edu/,Lisa Avery
Linn-Benton Community College,OR,Albany,Machine & Mechanical Systems,averyl@linnbenton.edu,https://www.linnbenton.edu/,Lisa Avery
Linn-Benton Community College,OR,Albany,Welding,averyl@linnbenton.edu,https://www.linnbenton.edu/,Lisa Avery
Mt Hood Community College,OR,Gresham,Diesel & Automotive Tech,Stephanie.Serrano@mhcc.edu,www.mhcc.edu/,Stephanie Serrano
Mt Hood Community College,OR,Gresham,Machine & Mechanical Systems,Stephanie.Serrano@mhcc.edu,www.mhcc.edu/,Stephanie Serrano
Portland Community College,OR,Portland,Diesel & Automotive Tech,presidents_office@pcc.edu,www.pcc.edu/,Adrien Bennings
Portland Community College,OR,Portland,CAD/CAM Drafting,presidents_office@pcc.edu,www.pcc.edu/,Adrien Bennings
Portland Community College,OR,Portland,Electronics,presidents_office@pcc.edu,www.pcc.edu/,Adrien Bennings
Portland Community College,OR,Portland,Welding,presidents_office@pcc.edu,www.pcc.edu/,Adrien Bennings
Rogue Community College,OR,Grants Pass,Welding,—,www.roguecc.edu/,"Randy Weber, Ed.D."
Rogue Community College,OR,Grants Pass,Diesel & Automotive Tech,—,www.roguecc.edu/,"Randy Weber, Ed.D."
Rogue Community College,OR,Grants Pass,Machine & Mechanical Systems,—,www.roguecc.edu/,"Randy Weber, Ed.D."
Rogue Community College,OR,Grants Pass,Construction,—,www.roguecc.edu/,"Randy Weber, Ed.D."
Southwestern Oregon Community College,OR,Coos Bay,Welding,pscott@socc.edu,www.socc.edu/,Patty M. Scott Ed.D.
Treasure Valley Community College,OR,Ontario,Welding,dyoung@tvcc.cc,https://www.tvcc.cc/,Dana Young
Community College of Beaver County,PA,Monaca,Construction,president@ccbc.edu,https://www.ccbc.edu/,Dr. Roger W. Davis
Bucks County Community College,PA,Newtown,Welding,president@bucks.edu,www.bucks.edu/,"Patrick M. Jones, Ph.D."
Bucks County Community College,PA,Newtown,HVAC,president@bucks.edu,www.bucks.edu/,"Patrick M. Jones, Ph.D."
Bucks County Community College,PA,Newtown,Construction,president@bucks.edu,www.bucks.edu/,"Patrick M. Jones, Ph.D."
Delaware County Community College,PA,Media,CAD/CAM Drafting,president@dccc.edu,www.dccc.edu/,L. Joy Gates Black
Delaware County Community College,PA,Media,Electronics,president@dccc.edu,www.dccc.edu/,L. Joy Gates Black
Delaware County Community College,PA,Media,Woodworking & Carpentry,president@dccc.edu,www.dccc.edu/,L. Joy Gates Black
Delaware County Community College,PA,Media,HVAC,president@dccc.edu,www.dccc.edu/,L. Joy Gates Black
Delaware County Community College,PA,Media,Plumbing & Pipefitting,president@dccc.edu,www.dccc.edu/,L. Joy Gates Black
Delaware County Community College,PA,Media,Welding,president@dccc.edu,www.dccc.edu/,L. Joy Gates Black
Harrisburg Area Community College,PA,Harrisburg,HVAC,start@hacc.edu,www.hacc.edu/,Admissions Office
Harrisburg Area Community College,PA,Harrisburg,Diesel & Automotive Tech,start@hacc.edu,www.hacc.edu/,Admissions Office
Harrisburg Area Community College,PA,Harrisburg,Construction,start@hacc.edu,www.hacc.edu/,Admissions Office
Harrisburg Area Community College,PA,Harrisburg,Electronics,start@hacc.edu,www.hacc.edu/,Admissions Office
Harrisburg Area Community College,PA,Harrisburg,Machine & Mechanical Systems,start@hacc.edu,www.hacc.edu/,Admissions Office
Harrisburg Area Community College,PA,Harrisburg,Welding,start@hacc.edu,www.hacc.edu/,Admissions Office
Johnson College,PA,Scranton,Welding,asparacino@johnson.edu,www.johnson.edu/,Katie Pittelli
Johnson College,PA,Scranton,Electronics,asparacino@johnson.edu,www.johnson.edu/,Katie Pittelli
Johnson College,PA,Scranton,Machine & Mechanical Systems,asparacino@johnson.edu,www.johnson.edu/,Katie Pittelli
Johnson College,PA,Scranton,HVAC,asparacino@johnson.edu,www.johnson.edu/,Katie Pittelli
Johnson College,PA,Scranton,Diesel & Automotive Tech,asparacino@johnson.edu,www.johnson.edu/,Katie Pittelli
Lackawanna College,PA,Scranton,Construction,questions@lackawanna.edu,https://www.lackawanna.edu/,Jill Murray
Lincoln Technical Institute-Allentown,PA,Allentown,Electronics,—,www.lincolntech.edu/campus/allentown-pa,General Phone
Lincoln Technical Institute-Philadelphia,PA,Philadelphia,Diesel & Automotive Tech,—,www.lincolntech.edu/campus/philadelphia-pa,General Phone
Luzerne County Community College,PA,Nanticoke,Diesel & Automotive Tech,admissions@luzerne.edu,www.luzerne.edu/,John T. Yudichak
Luzerne County Community College,PA,Nanticoke,Electronics,admissions@luzerne.edu,www.luzerne.edu/,John T. Yudichak
Luzerne County Community College,PA,Nanticoke,HVAC,admissions@luzerne.edu,www.luzerne.edu/,John T. Yudichak
Luzerne County Community College,PA,Nanticoke,Plumbing & Pipefitting,admissions@luzerne.edu,www.luzerne.edu/,John T. Yudichak
Luzerne County Community College,PA,Nanticoke,Welding,admissions@luzerne.edu,www.luzerne.edu/,John T. Yudichak
Montgomery County Community College,PA,Blue Bell,Machine & Mechanical Systems,president@mc3.edu,www.mc3.edu/,Dr. Victoria L. Bastecki-Perez
New Castle School of Trades,PA,New Castle,Diesel & Automotive Tech,—,https://www.ncstrades.edu/,General Phone
New Castle School of Trades,PA,New Castle,Machine & Mechanical Systems,—,https://www.ncstrades.edu/,General Phone
New Castle School of Trades,PA,New Castle,HVAC,—,https://www.ncstrades.edu/,General Phone
Northampton County Area Community College,PA,Bethlehem,Diesel & Automotive Tech,druth@northampton.edu,www.northampton.edu/,Dr. David Ruth
Northampton County Area Community College,PA,Bethlehem,CAD/CAM Drafting,druth@northampton.edu,www.northampton.edu/,Dr. David Ruth
Northampton County Area Community College,PA,Bethlehem,Electronics,druth@northampton.edu,www.northampton.edu/,Dr. David Ruth
Northampton County Area Community College,PA,Bethlehem,Machine & Mechanical Systems,druth@northampton.edu,www.northampton.edu/,Dr. David Ruth
Northampton County Area Community College,PA,Bethlehem,Welding,druth@northampton.edu,www.northampton.edu/,Dr. David Ruth
Northampton County Area Community College,PA,Bethlehem,HVAC,druth@northampton.edu,www.northampton.edu/,Dr. David Ruth
Orleans Technical College,PA,Philadelphia,HVAC,Debbie.Bello@orleanstech.edu,https://www.orleanstech.edu/,Debbie Bello
Orleans Technical College,PA,Philadelphia,Woodworking & Carpentry,Debbie.Bello@orleanstech.edu,https://www.orleanstech.edu/,Debbie Bello
Orleans Technical College,PA,Philadelphia,Plumbing & Pipefitting,Debbie.Bello@orleanstech.edu,https://www.orleanstech.edu/,Debbie Bello
Pennsylvania State University-Penn State York,PA,York,Machine & Mechanical Systems,mjk6807@psu.edu,https://www.york.psu.edu/,Marilyn J. Wells
Pennsylvania State University-Penn State York,PA,York,Electronics,mjk6807@psu.edu,https://www.york.psu.edu/,Marilyn J. Wells
Penn Commercial Business/Technical School,PA,Washington,HVAC,pcadmissions@penncommercial.edu,www.penncommercial.edu/,Admissions Office
Penn Commercial Business/Technical School,PA,Washington,CAD/CAM Drafting,pcadmissions@penncommercial.edu,www.penncommercial.edu/,Admissions Office
Penn Commercial Business/Technical School,PA,Washington,Welding,pcadmissions@penncommercial.edu,www.penncommercial.edu/,Admissions Office
Pennco Tech-Bristol,PA,Bristol,Diesel & Automotive Tech,—,https://www.penncotech.edu/,General Phone
Pennco Tech-Bristol,PA,Bristol,HVAC,—,https://www.penncotech.edu/,General Phone
Pennco Tech-Bristol,PA,Bristol,Plumbing & Pipefitting,—,https://www.penncotech.edu/,General Phone
Pennco Tech-Bristol,PA,Bristol,Welding,—,https://www.penncotech.edu/,General Phone
Community College of Philadelphia,PA,Philadelphia,Diesel & Automotive Tech,csinquiry@ccp.edu,www.ccp.edu/,Corporate Solutions (Workforce Development)
Community College of Philadelphia,PA,Philadelphia,Construction,csinquiry@ccp.edu,www.ccp.edu/,Corporate Solutions (Workforce Development)
Reading Area Community College,PA,Reading,Machine & Mechanical Systems,slooney@racc.edu,https://www.racc.edu/,Susan Looney
Rosedale Technical College,PA,Pittsburgh,Diesel & Automotive Tech,—,www.rosedaletech.org/,General Phone
Rosedale Technical College,PA,Pittsburgh,Construction,—,www.rosedaletech.org/,General Phone
Rosedale Technical College,PA,Pittsburgh,Welding,—,www.rosedaletech.org/,General Phone
Rosedale Technical College,PA,Pittsburgh,Woodworking & Carpentry,—,www.rosedaletech.org/,General Phone
Rosedale Technical College,PA,Pittsburgh,HVAC,—,www.rosedaletech.org/,General Phone
Rosemont College,PA,Rosemont,Construction,jim.cawley@rosemont.edu,www.rosemont.edu/,James Cawley
Schuylkill Technology Center,PA,Frackville,Diesel & Automotive Tech,sbrennan@stcenters.org,www.stcenters.org/,Shannon Brennan
Schuylkill Technology Center,PA,Frackville,Machine & Mechanical Systems,sbrennan@stcenters.org,www.stcenters.org/,Shannon Brennan
Schuylkill Technology Center,PA,Frackville,Welding,sbrennan@stcenters.org,www.stcenters.org/,Shannon Brennan
Schuylkill Technology Center,PA,Frackville,Woodworking & Carpentry,sbrennan@stcenters.org,www.stcenters.org/,Shannon Brennan
Schuylkill Technology Center,PA,Frackville,HVAC,sbrennan@stcenters.org,www.stcenters.org/,Shannon Brennan
Schuylkill Technology Center,PA,Frackville,Plumbing & Pipefitting,sbrennan@stcenters.org,www.stcenters.org/,Shannon Brennan
Schuylkill Technology Center,PA,Frackville,Construction,sbrennan@stcenters.org,www.stcenters.org/,Shannon Brennan
Laurel Technical Institute,PA,Hermitage,HVAC,—,www.laurel.edu/,General Phone
Laurel Technical Institute,PA,Hermitage,Welding,—,www.laurel.edu/,General Phone
Thaddeus Stevens College of Technology,PA,Lancaster,Welding,foundation@stevenscollege.edu,stevenscollege.edu/,Darlene Petersen
Thaddeus Stevens College of Technology,PA,Lancaster,Machine & Mechanical Systems,foundation@stevenscollege.edu,stevenscollege.edu/,Darlene Petersen
Thaddeus Stevens College of Technology,PA,Lancaster,Diesel & Automotive Tech,foundation@stevenscollege.edu,stevenscollege.edu/,Darlene Petersen
Thaddeus Stevens College of Technology,PA,Lancaster,Woodworking & Carpentry,foundation@stevenscollege.edu,stevenscollege.edu/,Darlene Petersen
Thaddeus Stevens College of Technology,PA,Lancaster,Electronics,foundation@stevenscollege.edu,stevenscollege.edu/,Darlene Petersen
Thaddeus Stevens College of Technology,PA,Lancaster,CAD/CAM Drafting,foundation@stevenscollege.edu,stevenscollege.edu/,Darlene Petersen
Thaddeus Stevens College of Technology,PA,Lancaster,HVAC,foundation@stevenscollege.edu,stevenscollege.edu/,Darlene Petersen
Thaddeus Stevens College of Technology,PA,Lancaster,Plumbing & Pipefitting,foundation@stevenscollege.edu,stevenscollege.edu/,Darlene Petersen
Villanova University,PA,Villanova,Machine & Mechanical Systems,rebecca.harold@villanova.edu,www.villanova.edu/,Rebecca Harold
Villanova University,PA,Villanova,Electronics,rebecca.harold@villanova.edu,www.villanova.edu/,Rebecca Harold
Welder Training and Testing Institute,PA,Allentown,Welding,—,www.wtti.edu/,General Phone
Westmoreland County Community College,PA,Youngwood,CAD/CAM Drafting,—,https://westmoreland.edu/,Kristin Mallory
Westmoreland County Community College,PA,Youngwood,Electronics,—,https://westmoreland.edu/,Kristin Mallory
Westmoreland County Community College,PA,Youngwood,HVAC,—,https://westmoreland.edu/,Kristin Mallory
Westmoreland County Community College,PA,Youngwood,Plumbing & Pipefitting,—,https://westmoreland.edu/,Kristin Mallory
Westmoreland County Community College,PA,Youngwood,Welding,—,https://westmoreland.edu/,Kristin Mallory
Williamson College of the Trades,PA,Media,Woodworking & Carpentry,—,https://www.williamson.edu/,General Phone
Williamson College of the Trades,PA,Media,Machine & Mechanical Systems,—,https://www.williamson.edu/,General Phone
Williamson College of the Trades,PA,Media,Construction,—,https://www.williamson.edu/,General Phone
YTI Career Institute-York,PA,York,CAD/CAM Drafting,—,www.yti.edu/,General Phone
YTI Career Institute-York,PA,York,Diesel & Automotive Tech,—,www.yti.edu/,General Phone
YTI Career Institute-York,PA,York,Electronics,—,www.yti.edu/,General Phone
YTI Career Institute-York,PA,York,HVAC,—,www.yti.edu/,General Phone
Technical College of the Lowcountry,SC,Beaufort,Construction,rgough@tcl.edu,tcl.edu/,Dr. Richard Gough
Technical College of the Lowcountry,SC,Beaufort,Plumbing & Pipefitting,rgough@tcl.edu,tcl.edu/,Dr. Richard Gough
Technical College of the Lowcountry,SC,Beaufort,HVAC,rgough@tcl.edu,tcl.edu/,Dr. Richard Gough
Denmark Technical College,SC,Denmark,Diesel & Automotive Tech,richardst@denmarktech.edu,www.denmarktech.edu/,Tia Wright-Richards
Denmark Technical College,SC,Denmark,Electronics,richardst@denmarktech.edu,www.denmarktech.edu/,Tia Wright-Richards
Denmark Technical College,SC,Denmark,Plumbing & Pipefitting,richardst@denmarktech.edu,www.denmarktech.edu/,Tia Wright-Richards
Denmark Technical College,SC,Denmark,Welding,richardst@denmarktech.edu,www.denmarktech.edu/,Tia Wright-Richards
Florence-Darlington Technical College,SC,Florence,Diesel & Automotive Tech,jermaine.ford@fdtc.edu,https://www.fdtc.edu/,Jermaine Ford
Florence-Darlington Technical College,SC,Florence,CAD/CAM Drafting,jermaine.ford@fdtc.edu,https://www.fdtc.edu/,Jermaine Ford
Florence-Darlington Technical College,SC,Florence,Machine & Mechanical Systems,jermaine.ford@fdtc.edu,https://www.fdtc.edu/,Jermaine Ford
Florence-Darlington Technical College,SC,Florence,Welding,jermaine.ford@fdtc.edu,https://www.fdtc.edu/,Jermaine Ford
Greenville Technical College,SC,Greenville,Diesel & Automotive Tech,—,www.gvltec.edu/,Larry Miller
Greenville Technical College,SC,Greenville,Machine & Mechanical Systems,—,www.gvltec.edu/,Larry Miller
Greenville Technical College,SC,Greenville,Electronics,—,www.gvltec.edu/,Larry Miller
Greenville Technical College,SC,Greenville,Welding,—,www.gvltec.edu/,Larry Miller
Midlands Technical College,SC,West Columbia,Diesel & Automotive Tech,sharpea@midlandstech.edu,https://www.midlandstech.edu/,Allen Sharpe
Midlands Technical College,SC,West Columbia,HVAC,sharpea@midlandstech.edu,https://www.midlandstech.edu/,Allen Sharpe
Midlands Technical College,SC,West Columbia,Machine & Mechanical Systems,sharpea@midlandstech.edu,https://www.midlandstech.edu/,Allen Sharpe
Midlands Technical College,SC,West Columbia,Plumbing & Pipefitting,sharpea@midlandstech.edu,https://www.midlandstech.edu/,Allen Sharpe
Midlands Technical College,SC,West Columbia,Welding,sharpea@midlandstech.edu,https://www.midlandstech.edu/,Allen Sharpe
Orangeburg Calhoun Technical College,SC,Orangeburg,Welding,tobinw@octech.edu,www.octech.edu/,Walter Tobin
Orangeburg Calhoun Technical College,SC,Orangeburg,Diesel & Automotive Tech,tobinw@octech.edu,www.octech.edu/,Walter Tobin
Spartanburg Community College,SC,Spartanburg,Welding,—,https://www.sccsc.edu/,G. Michael Mikota
Spartanburg Community College,SC,Spartanburg,HVAC,—,https://www.sccsc.edu/,G. Michael Mikota
Spartanburg Community College,SC,Spartanburg,Diesel & Automotive Tech,—,https://www.sccsc.edu/,G. Michael Mikota
Central Carolina Technical College,SC,Sumter,Welding,getinfo@cctech.edu,www.cctech.edu/,General Info
Central Carolina Technical College,SC,Sumter,HVAC,getinfo@cctech.edu,www.cctech.edu/,General Info
Central Carolina Technical College,SC,Sumter,Diesel & Automotive Tech,getinfo@cctech.edu,www.cctech.edu/,General Info
Central Carolina Technical College,SC,Sumter,Machine & Mechanical Systems,getinfo@cctech.edu,www.cctech.edu/,General Info
Tri-County Technical College,SC,Pendleton,Machine & Mechanical Systems,—,https://www.tctc.edu/,Galen DeHay
South Dakota School of Mines and Technology,SD,Rapid City,Construction,admissions@southeasttech.edu ,https://www.sdsmt.edu/,Admissions Office
Tennessee College of Applied Technology-Athens,TN,Athens,Welding,Susan.hatto@tcatathens.edu,www.tcatathens.edu/,Susan Hatto
Tennessee College of Applied Technology-Athens,TN,Athens,Diesel & Automotive Tech,Susan.hatto@tcatathens.edu,www.tcatathens.edu/,Susan Hatto
Chattanooga State Community College,TN,Chattanooga,Diesel & Automotive Tech,—,https://www.chattanoogastate.edu/,Flora Tydings
Chattanooga State Community College,TN,Chattanooga,Welding,—,https://www.chattanoogastate.edu/,Flora Tydings
Chattanooga State Community College,TN,Chattanooga,CAD/CAM Drafting,—,https://www.chattanoogastate.edu/,Flora Tydings
Chattanooga State Community College,TN,Chattanooga,Machine & Mechanical Systems,—,https://www.chattanoogastate.edu/,Flora Tydings
